,funds,link,location,title
843,"
$0 raised of $5.0M                    ",https://www.gofundme.com/Whistleblower--donald-trump-for-corruption,"Miami, FL",Help Whistleblower impeach Donald trump
844,"
$0 raised of $120,000                    ",https://www.gofundme.com/help-the-intelligence-officer-whistleblower,"Tyler, TX",Help the Intelligence Officer Whistleblower
845,"
$0 raised of $50,000                    ",https://www.gofundme.com/conservative-veterans-against-trump,"Glendale, AZ",Conservative Veterans Against Trump
846,"
$0 raised of $50,000                    ",https://www.gofundme.com/1rlw8n1t80,"Fort Lauderdale, FL",Help Re Elect Donald Trump
847,"
$0 raised of $500,000                    ",https://www.gofundme.com/BERNIENEEDSUS,"La Puente, CA",BERNIE NEEDS US
848,"
$0 raised of $25,000                    ",https://www.gofundme.com/1rlcsj5mqo,"Fontana, CA",Deport A Trump Supporter
849,"
$0 raised of $4,000                    ",https://www.gofundme.com/p5c353-drain-the-swamp,"Whitehouse Station, NJ",Drain The Swamp
850,"
$0 raised of $1.0M                    ",https://www.gofundme.com/make-me-retire-and-move-out-of-california,"Napa, CA",Make me retire and move out of California
851,"
$0 raised of $80,000                    ",https://www.gofundme.com/power-house-campign,"Jacksonville, FL",Power House Campaign
852,"
$0 raised of $2,000                    ",https://www.gofundme.com/raising-funds-for-right-to-travel-suit,"Hahnville, LA",Raising funds for RIGHT TO TRAVEL SUIT.
853,"
$0 raised of $5.6M                    ",https://www.gofundme.com/michael-soetaert-2020,"Council Grove, KS",Michaël Söetaert KS - 01 (R) michael-soetaert-2020
854,"
$0 raised of $50.0M                    ",https://www.gofundme.com/StrategicEqualityFund,"Boston, MA",HELP SAVE THE AMERICAN DREAM!
855,"
£0 raised of £1,500                    ",https://www.gofundme.com/help-me-leave-my-liberal-household,"Chorley, North West England, United Kingdom",Help me leave my liberal household
856,"
$0 raised of $3,500                    ",https://www.gofundme.com/quotshamefree-civicsquot-public-qampa-and-podcast,"Arlington, VA","""Shamefree Civics©""  US Education, Q&A and Podcast"
857,"
$0 raised of $100.0M                    ",https://www.gofundme.com/m8q3r-im-running-for-president,"Titusville, FL",I’m Running for President
858,"
$0 raised of $12,000                    ",https://www.gofundme.com/ttyvpv-black-trump-supporter,"Wichita Falls, TX",Black Trump Supporter
859,"
$0 raised of $20.0M                    ",https://www.gofundme.com/Defend-the-Electoral-College,"Redford, MI",Defend the Electoral College
860,"
$0 raised of $1,500                    ",https://www.gofundme.com/votertoo,"Birmingham, AL",votertoo
861,"
$0 raised of $5,000                    ",https://www.gofundme.com/sight-to-unite-the-white-despite-the-fight,"Massapequa, NY",United for All
862,"
$0 raised of $5,000                    ",https://www.gofundme.com/1qozmi0l80,"Copperas Cove, TX",Moving To A Democratic State Who Cares About Us
863,"
$0 raised of $100,000                    ",https://www.gofundme.com/trump-great-again,"Montgomery, AL",Trump Great again
864,"
$0 raised of $50,000                    ",https://www.gofundme.com/back-to-the-future-to-the-american-dream,"Bothell, WA",Back to the FUTURE to the AMERICAN DREAM©
865,"
$0 raised of $20,000                    ",https://www.gofundme.com/1qlysxacxc,"Jordan, MN",Baby Trump in Minnesota
866,"
$0 raised of $50,000                    ",https://www.gofundme.com/a-peoples-impeachment,"Bryson City, NC",A People's Impeachment
867,"
$0 raised of $25,000                    ",https://www.gofundme.com/elect-raymond-davis-wv-house-district-36-in-2020,"Charleston, WV",Elect Raymond Davis WV House District 36 in 2020
868,"
$0 raised of $20.0M                    ",https://www.gofundme.com/nonamericans-can-help-stop-trump039s-agenda,"Saltillo, MS",Non-Americans Can Help Stop Trump's Agenda
869,"
$0 raised of $100,000                    ",https://www.gofundme.com/help-elect-an-honest-president,"Villa Park, CA",Help Elect An Honest President
870,"
$0 raised of $100,000                    ",https://www.gofundme.com/flip-flop-don,"Lake Elsinore, CA",Help Me Build A Website
871,"
$0 raised of $10,000                    ",https://www.gofundme.com/recruit-the-mooch-2020,"Richardson, TX",Recruit the Mooch 2020
872,"
$0 raised of $1.0M                    ",https://www.gofundme.com/gofundmyvote-com,"Perrysburg, OH",GoFundMyVote
873,"
$0 raised of $1.0M                    ",https://www.gofundme.com/gofundmyvote-green-swing,"Perrysburg, OH",GoFundMyVote - Green Swing
874,"
$0 raised of $1.0M                    ",https://www.gofundme.com/gofundmyvote-libertarian-swing,"Perrysburg, OH",GoFundMyVote - Libertarian Swing
875,"
$0 raised of $1.0M                    ",https://www.gofundme.com/gofundmyvote-democratic-swing,"Perrysburg, OH",GoFundMyVote - Democratic Swing
876,"
$0 raised of $10,000                    ",https://www.gofundme.com/getting-the-back-on-air, ,GETTING THE BACK ON AIR!
877,"
$0 raised of $1,500                    ",https://www.gofundme.com/fundraising-for-sport-championships, ,Fundraising for sport Championships:
878,"
$0 raised of $1,000                    ",https://www.gofundme.com/help-me-and-my-girlfriend-go-to-trump039s-initiative,"Buffalo, NY",Help Me And My Girlfriend Go To Trump's Initiative
879,"
$0 raised of $1.5M                    ",https://www.gofundme.com/2b2a8-buy-greenland,"Bensalem, PA",Buy Greenland
880,"
$0 raised of $100                    ",https://www.gofundme.com/sympathyforthedonald,"San Francisco, CA",Sympathy for the Donald - Song Parody & Video
881,"
$0 raised of $250,000                    ",https://www.gofundme.com/far-right-memeber-trying-to-leave-america-and-neve,"Long Beach, MS",Far Right Member trying to leave America
882,"
$0 raised of $45,000                    ",https://www.gofundme.com/amngp-save-our-world,"Seattle, WA",SAVE OUR WORLD
883,"
$0 raised of $50,000                    ",https://www.gofundme.com/bgysaa-save-the-planet,"Milton, WA",Save the Planet!
884,"
$0 raised of $1.0M                    ",https://www.gofundme.com/chickasaw-freedman-retribution-fund,"Wichita, KS",Chickasaw Freedman -  Retribution Fund
885,"
$0 raised of $10.0M                    ",https://www.gofundme.com/1pwgydej9c,"Frisco, TX",Reparations From The Dems
886,"
$0 raised of $4,000                    ",https://www.gofundme.com/getting-kicked-out-because-im-a-trump-supporter,"West Palm Beach, FL",Getting kicked out because I’m a Trump supporter
887,"
$0 raised of $10.0M                    ",https://www.gofundme.com/haujqx-2024-president,"River Forest, IL",2024 president
888,"
$0 raised of $17,650                    ",https://www.gofundme.com/1pvbjecmxc,"Boise, ID",Heres Your Chance Trump Supporters!
889,"
$0 raised of $5,000                    ",https://www.gofundme.com/1pv233dbg0,"New Orleans, LA",The Face Of Socialism
890,"
$0 raised of $5,000                    ",https://www.gofundme.com/never-again-murals-for-social-change,"Phoenix, AZ",Never again - Murals for social Change
891,"
$0 raised of $30.0M                    ",https://www.gofundme.com/america-studies-gun-violence,"Boulder, CO",America Studies Gun Violence
892,"
$0 raised of $2,000                    ",https://www.gofundme.com/etelectrolysis,"Catawissa, PA",etelectrolysis
893,"
$0 raised of $10,000                    ",https://www.gofundme.com/sharpenberg-memorial,"Pacoima, CA",Sharpenberg Memorial
894,"
$0 raised of $100,000                    ",https://www.gofundme.com/50-occupy-county-court-yards-50-mkultra-trial,"Moatsville, WV","50% Occupy County Court Yards, 50% MKUltra trial!"
895,"
$0 raised of $1.0B                    ",https://www.gofundme.com/xstxf-good-people-needing-help,"Tahlequah, OK",To heck with the rest let's do it ourselves
896,"
$0 raised of $50,000                    ",https://www.gofundme.com/justin-tidwell-for-state-representative,"West Monroe, LA",Justin Tidwell for State  Representative
897,"
$0 raised of $100,000                    ",https://www.gofundme.com/help-me-buy-a-politician-to-work-for-the-people,"Maidens, VA",Help me BUY a politician to work for the People!
898,"
$0 raised of $800,000                    ",https://www.gofundme.com/z4w58-wishing-well,"Houston, TX",Justin PIQUE
899,"
$0 raised of $100,000                    ",https://www.gofundme.com/umpy4j-trump-2020,"Malvern, PA",Trump 2020
900,"
$0 raised of $400                    ",https://www.gofundme.com/campaign-expenses-for-special-election,"Thorndale, PA",Campaign expenses for special election
901,"
$0 raised of $2,500                    ",https://www.gofundme.com/anti-trump-in-wv,"Chapmanville, WV",Anti Trump in WV
902,"
$0 raised of $5,000                    ",https://www.gofundme.com/bye-usa,"Greenville, NC",Bye USA
903,"
$0 raised of $10,000                    ",https://www.gofundme.com/waterman-for-governor-2020,"Carlsbad, CA",Waterman for governor 2020
904,"
$0 raised of $5.0M                    ",https://www.gofundme.com/1pjv00khio,"Detroit, MI",The Power Of The People !
905,"
$0 raised of $1,500                    ",https://www.gofundme.com/1pjk9zbws0,"Deltona, FL",Vehicle for job Search
906,"
$0 raised of $500.0M                    ",https://www.gofundme.com/if-congress-wont-we-will-secure-our-election-in-20,"Garland, TX",IF CONGRESS WONT WE WILL SECURE OUR ELECTION IN 20
907,"
$0 raised of $6,350                    ",https://www.gofundme.com/1piqk91780,"Los Angeles, CA",Anti-Trump Rally
908,"
$0 raised of $1                    ",https://www.gofundme.com/green2020,"Redwood City, CA",Greens2020
909,"
$0 raised of $3,500                    ",https://www.gofundme.com/hill-for-congress,"Sugar Land, TX",Hill for Congress
910,"
$0 raised of $1                    ",https://www.gofundme.com/lincoln-day-tickets-for-students,"Colorado Springs, CO",N/A
911,"
$0 raised of $2,500                    ",https://www.gofundme.com/jimjordanneedsasuitjacket,"Deltona, FL",Purchase suit jackets for Gym Jordan
912,"
$0 raised of $10,000                    ",https://www.gofundme.com/1pgb4n16yo,"Derby, KS",Put God Back In Congress And Schools
913,"
$0 raised of $500,000                    ",https://www.gofundme.com/f8gx2-get-a-liberal-out-of-america,"Decatur, GA",Get a liberal out of America!
914,"
$0 raised of $1.0M                    ",https://www.gofundme.com/let-me-slap-donald-trump-in-the-face,"Marlton, NJ",Let Me Slap Donald Trump In The Face
915,"
$0 raised of $999                    ",https://www.gofundme.com/continue-the-truth,"Oakton, VA",Building a Legacy
916,"
$0 raised of $50,000                    ",https://www.gofundme.com/donations-so-charlotte-can-abandon-the-rnc-2020,"Charlotte, NC",Let’s help Charlotte withdraw from the R.N.C. 2020
917,"
$0 raised of $1,000                    ",https://www.gofundme.com/trump039s-continuing-nightmare,"Boyne City, MI",Trump's Continuing Nightmare
918,"
$0 raised of $10.0M                    ",https://www.gofundme.com/3h4v7-support-for-trump-2020,"New York, NY",SUPPORT FOR TRUMP 2020
919,"
$0 raised of $10,000                    ",https://www.gofundme.com/1p9uaa1e6o,"Oxford, MI",#Fedup with Congress
920,"
$0 raised of $100,000                    ",https://www.gofundme.com/urban-farm-abilene,"Abilene, TX",URBAN FARM ABILENE
921,"
$0 raised of $10,000                    ",https://www.gofundme.com/2jxgt7-trump-for-2020,"Tampa, FL",Trump For 2020
922,"
$0 raised of $5,000                    ",https://www.gofundme.com/donald-hewett-president-2020,"Lacey, WA",Donald Hewett president 2020
923,"
$0 raised of $100,000                    ",https://www.gofundme.com/6wped-send-me-back,"Vesta, VA",SEND ME BACK!
924,"
$0 raised of $500,000                    ",https://www.gofundme.com/save-the-republic-filing-science-fund,"Honolulu, HI",Save the Republic Filing / Science Fund
925,"
$0 raised of $500                    ",https://www.gofundme.com/need-stamps-to-beat-trump,"Jersey City, NJ",Need Stamps to Beat Trump
926,"
$0 raised of $1.0M                    ",https://www.gofundme.com/1p7e1rrk80,"Los Angeles, CA",2036 Presidential Election
927,"
$0 raised of $20,000                    ",https://www.gofundme.com/i039m-a-liberal-send-me-to-canada-trump-cult,"Saint Joseph, MO","I'm a Liberal, send me to Canada, Trumpsters"
928,"
$0 raised of $10,000                    ",https://www.gofundme.com/austinmaglinti,"Ewa Beach, HI",Friends of Austin Maglinti
929,"
$0 raised of $2,500                    ",https://www.gofundme.com/SendAdrienneToDC,"Hopkins, MN",Send Adrienne to DC
930,"
$0 raised of $50,000                    ",https://www.gofundme.com/1p4u7sgp40,"Dardanelle, AR","Re-Elect Trump In 2020, Build The Wall!"
931,"
$0 raised of $20,000                    ",https://www.gofundme.com/defend-quotthe-squadquot,"Parkville, MD","Defend ""The Squad"""
932,"
$0 raised of $20,000                    ",https://www.gofundme.com/i039m-a-liberal-move-me-out-of-america-trumpers,"Pittsburgh, PA","I'm a Liberal - Move Me Out of America, Trumpers"
933,"
$0 raised of $999                    ",https://www.gofundme.com/moms039-moral-outrage-against-internment-of-children,"Harleysville, PA",Moms Opposed Morally to Separation and Detention
934,"
$0 raised of $5,000                    ",https://www.gofundme.com/operation-life-help-save-babies,"Covina, CA",Operation Life: Help save babies.
935,"
$0 raised of $100,000                    ",https://www.gofundme.com/california-solar-initiatives,"Fresno, CA",California Solar Initiatives
936,"
$0 raised of $10,000                    ",https://www.gofundme.com/1ozqyp59mo,"Dallas, TX",Aztlantic Innovative Technologies
937,"
$0 raised of $100,000                    ",https://www.gofundme.com/ados-for-amy-mcgrath,"Bloomfield, NJ",I Am An ADOS For Amy McGrath
938,"
$0 raised of $1,000                    ",https://www.gofundme.com/protect-my-dead-grandma039s-voting-rights,"Toledo, OH",Protect my dead grandma's voting rights
939,"
$0 raised of $50.0M                    ",https://www.gofundme.com/IdeaOfEquality,"Boston, MA",HELP SAVE THE AMERICAN DREAM!
940,"
$0 raised of $1,500                    ",https://www.gofundme.com/struglling-college-student,"La Jolla, CA",Coming Out College Student Disowned by Family
941,"
$0 raised of $1,000                    ",https://www.gofundme.com/democracy-or-dictatorship-the-people039s-choice,"Annapolis, MD",Democracy or Dictatorship - The People's Choice
942,"
$0 raised of $10,000                    ",https://www.gofundme.com/1opyawozqo,"Seattle, WA",Blood Is Political Party Deep
943,"
$0 raised of $10,000                    ",https://www.gofundme.com/cu44ep-stop-voter-fraud, ,Stop Voter Fraud
944,"
$0 raised of $1,000                    ",https://www.gofundme.com/nf5xz4-united-we-stand,"Litchfield Park, AZ",United We Stand
945,"
$0 raised of $50.0M                    ",https://www.gofundme.com/ManifestBetter,"Boston, MA",HELP SAVE THE AMERICAN DREAM!
946,"
$0 raised of $2,000                    ",https://www.gofundme.com/4qsa3-book-publishing,"Williston, FL",Book Publishing
947,"
$0 raised of $5.0M                    ",https://www.gofundme.com/voting-decisions,"Kemah, TX",Voting Decisions
948,"
$0 raised of $5,000                    ",https://www.gofundme.com/helping-who-need-help,"Chicago, IL",Four More Years
949,"
$0 raised of $50,000                    ",https://www.gofundme.com/want-to-win-florida-buy-a-vote,"Los Angeles, CA",Want to win Florida? Buy a vote!
950,"
$0 raised of $25.0M                    ",https://www.gofundme.com/Assist-Florida-Convicted-Pay-Fines-to-Restore-Voting-Rights,"Fort Lauderdale, FL",Florida Felon Fine Payment Restore Voting Rights’
951,"
$0 raised of $10,000                    ",https://www.gofundme.com/please-help-me-pay-for-conversion-therapy,"Laveen, AZ",Please help me pay for conversion therapy!!
952,"
$0 raised of $1.0M                    ",https://www.gofundme.com/z35xx-hand-up-not-hand-out,"Saint James, MN",Hand up not Hand out
953,"
$0 raised of $10,000                    ",https://www.gofundme.com/feed-the-starving-migrant-children,"Evansville, IN",Feed The Starving Migrant Children
954,"
$0 raised of $50,000                    ",https://www.gofundme.com/Ohio-planned-parenthood-fund,"Fremont, OH",Planned Parenthood of Ohio Replacement Funding
955,"
$0 raised of $4,000                    ",https://www.gofundme.com/1oi89nboio,"Chipley, FL",Making America Greater
956,"
$0 raised of $1,300                    ",https://www.gofundme.com/bring-quinley-to-mexico,"Youngwood, PA",Bring Quinley to Mexico
957,"
$0 raised of $10.0M                    ",https://www.gofundme.com/Defend-Political-Speech-Online-from-Big-Tech,"Palm Beach Gardens, FL",Defend Political Speech Online from Big Tech
958,"
$0 raised of $2.0M                    ",https://www.gofundme.com/3ygp6-help-me-run-for-congress,"Rome, GA",Help Me run for Congress
959,"
$0 raised of $50,000                    ",https://www.gofundme.com/help-protect-the-border-from-invasion-con-a4-s4,"Indianapolis, IN",Help Protect The Border From Invasion. Con A.4 S.4
960,"
$0 raised of $68,000                    ",https://www.gofundme.com/bernie-why-don039t-i-deserve-a-break,"Wheatland, WY","Bernie, why don't I deserve a Break?"
961,"
$0 raised of $205                    ",https://www.gofundme.com/because-texas,"Corpus Christi, TX",BECAUSE TEXAS
962,"
$0 raised of $50,000                    ",https://www.gofundme.com/wnctnq-trump-2020-maga,"Charlotte, NC",Trump 2020 #MAGA
963,"
$0 raised of $5,000                    ",https://www.gofundme.com/1o88f6wxlc,"Bethesda, MD",MINORITIES FOR TRUMP 2020
964,"
$0 raised of $10.0M                    ",https://www.gofundme.com/bring-whataburger-to-texas,"Frisco, TX",Bring Whataburger to Texas
965,"
$0 raised of $20,000                    ",https://www.gofundme.com/xmeg5-make-california-great-again,"Palm Springs, CA",Make California Great Again
966,"
$0 raised of $12,000                    ",https://www.gofundme.com/privatesocial-network,"Hatillo, PR",Private/Social Network
967,"
$0 raised of $15,000                    ",https://www.gofundme.com/washington039s-millennial-democracy,"Oak Harbor, WA",Washington's Millennial Democracy
968,"
$0 raised of $10,000                    ",https://www.gofundme.com/retire-the-rino,"Celina, TX",Retire the RINO
969,"
$0 raised of $4,500                    ",https://www.gofundme.com/OMEGA-Media-Group-An-Unbiased-View-of-our-World,"Joplin, MO",OMEGA Media Group: An Unbiased View of our World
970,"
$0 raised of $5,000                    ",https://www.gofundme.com/stephen-j-crowley-iraq-combat-vet-for-congress,"Peoria, AZ",Stephen J. Crowley: Iraq Combat Vet for Congress
971,"
$0 raised of $4,500                    ",https://www.gofundme.com/broadcast-youth-sports-live,"Newport, NC",Broadcast Youth Sports Live
972,"
$0 raised of $500,000                    ",https://www.gofundme.com/bosco-for-congress-2020,"Hartsdale, NY",Bosco for Congress 2020
973,"
$0 raised of $10,000                    ",https://www.gofundme.com/MAGA2020KAG,"Philadelphia, PA",Help Re-elect Donald J. Trump
974,"
$0 raised of $200                    ",https://www.gofundme.com/trump039s-truth,"Glencoe, IL",Trump's Truth
975,"
$0 raised of $5,000                    ",https://www.gofundme.com/help-the-us-build-the-wall,"Grand Rapids, MI",Help the US build the WALL!!!
976,"
$0 raised of $16,020                    ",https://www.gofundme.com/send-congress-the-mueller-report,"Philadelphia, PA",Send Congress The Mueller Report
977,"
$0 raised of $100                    ",https://www.gofundme.com/friends-of-white-co-gop,"Enfield, IL",Friends of White Co. GOP
978,"
$0 raised of $10,000                    ",https://www.gofundme.com/raising-public-awareness,"Tampa, FL",Raising Public Awareness
979,"
$0 raised of $1,000                    ",https://www.gofundme.com/xbhak-trump-loves-immigrants,"Grand Rapids, MI",TRUMP LOVES IMMIGRANTS
980,"
$0 raised of $4,500                    ",https://www.gofundme.com/roberteleestatue,"Dallas, TX",RoberTeLeeStz
981,"
$0 raised of $2.0M                    ",https://www.gofundme.com/trumps-border-wall-association,"Aurora, CO",Trumps Border Wall Association
982,"
$0 raised of $1,000                    ",https://www.gofundme.com/georgeholobetz4pagovernorin2022,"Hummelstown, PA",GeorgeHolobetz4PAGovernorin2022!
983,"
$0 raised of $500,000                    ",https://www.gofundme.com/b6mv6-help-trump-build-the-wall,"Memphis, TN",Help Trump Build the Wall !
984,"
$0 raised of $100,000                    ",https://www.gofundme.com/campaign-fund-of-jimmy-ausbrooks,"Franklin, KY",Campaign Fund of Jimmy Ausbrooks
985,"
$0 raised of $10,000                    ",https://www.gofundme.com/comedians-for-democracy,"Los Angeles, CA",Comedians for Democracy
986,"
$0 raised of $10,000                    ",https://www.gofundme.com/establish-hitchens-cultural-center,"Greensboro, NC",Hitchens Cultural Center
987,"
$0 raised of $100,000                    ",https://www.gofundme.com/maga-conservative-news,"Tuckerton, NJ",MAGA Conservative News
988,"
$0 raised of $10,000                    ",https://www.gofundme.com/floridians-for-film-and-tech-production,"Tampa, FL",Floridians For Film and Tech Production
989,"
£0 raised of £100,000                    ",https://www.gofundme.com/VoteInternetism,"London, Greater London, United Kingdom",Internetism
990,"
$0 raised of $5.0M                    ",https://www.gofundme.com/cash-reward-for-reading-mueller-report,"Charlottesville, VA",Mueller Report Moolah
991,"
$0 raised of $25.0M                    ",https://www.gofundme.com/GoFundMeforPresident,"Dallas, TX",Latham2020
992,"
$0 raised of $388,000                    ",https://www.gofundme.com/ringg-leeder-conservative-comedy-show,"Irvine, CA",Ringg Leeder Conservative Comedy Show
993,"
$0 raised of $800                    ",https://www.gofundme.com/1ngcjizec0,"Norman, OK",Gender Dysphoria Treatment
994,"
$0 raised of $1.0M                    ",https://www.gofundme.com/holding-public-servants-accountable,"Colorado Springs, CO",Holding Public Servants Accountable
995,"
$0 raised of $10,000                    ",https://www.gofundme.com/zq4vj-dump-trump,"Philadelphia, PA",Dump Trump
996,"
$0 raised of $10,000                    ",https://www.gofundme.com/pro-life-is-the-right-life,"San Antonio, TX",Pro Life is the right Life
997,"
$0 raised of $10,000                    ",https://www.gofundme.com/school-lunch-for-children-in-need,"Santa Fe, NM",School Lunch for Children in Need
998,"
$0 raised of $1,000                    ",https://www.gofundme.com/truth-party,"Lake Dallas, TX",Truth Party
999,"
$0 raised of $375,000                    ",https://www.gofundme.com/1naqhw5e5c,"Shelton, WA",One State At A Time
