,funds,link,location,summary,title
93,"
$0 raised of $100,000                    ",https://www.gofundme.com/confuse-republicans-and-democrats,"Paducah, KY",We have been told time and time again that the powers to be know how to appropriate your money far better than you. Utter nonsense. To prove a point that the general public can in fact pull together funds for whatever they may want or need far better than a some crusty people in a suit.,Confuse Republicans and Democrats
94,"
$0 raised of $10,000                    ",https://www.gofundme.com/1lu8ntiaqo,"Washington, DC","My 2 Weeks Old Son Taylor Whitehead Needs A Heart Transplant & Has Tons Of Medical Bills . If You Could Really Find It In Your Hearts To Donate Any Little Thing It Would Be Gladly Much Appreciated ! I Dont Usually Reach Out To The Public , But I Have To Now Because I Need As Much Help As Possible...",Reform REPUBLICAN Newborn NeedS HELP
95,"
$0 raised of $2                    ",https://www.gofundme.com/i-was-ganged-up-by-2-racist-republicans,"Port Charlotte, FL","i was ganged up by 2 local thugs on my block who are trump supporters and are toxic and use the word 'salty', which i made a vow to never say! ""Sticks and stones may break my bones, but words will never hurt me.""",i was ganged up by 2 racist republicans :(
96,"
$0 raised of $110                    ",https://www.gofundme.com/young-republican-wants-to-help-fund-trumps-wall,"Brandenburg, KY",I am just a Republican boy. I would like to help fund Trumps wall because I feel like keeping illegal immigrants out is something that needs to be done.,Young Republican wants to help fund Trumps Wall.
97,"
$0 raised of $20,000                    ",https://www.gofundme.com/young-republican-in-need-of-help,"Philadelphia, PA","I am a young, Hispanic Trump supporter who wants to go to the greatest school of all time: Catholic University of America. I feel as though I will be able to thrive in my conservative views and feel comfortable because my people usually does not agree with my view points. If you all can just take...",Young Republican in Need of Help
98,"
$0 raised of $10,000                    ",https://www.gofundme.com/1lk0b58hc0,"Los Angeles, CA",Got Fired From Job For Wearing maga gear,Reformed Republican
99,"
$0 raised of $25,000                    ",https://www.gofundme.com/born-again-black-republican,"Grand Prairie, TX","I will not hide any longer. The left has made us feel as if us Black Republicans should hide. NOT ANY MORE!  I'm now getting kicked out of my home. My mother literally woke me up out of my sleep and scream at me ""How could you support this monnster, he's a racist and he hates fucking black people...",Born Again Black Republican
100,"
$0 raised of $5,000                    ",https://www.gofundme.com/jup6z-reformed-republican,"Forney, TX","I will not hide any longer,, Americans have made us feel as if us black republicans should hide!! Not anymore!! #BlacksForTrump #WalkAway #maga   My father was paying for tuition fees for nursing school but upon advocating my young black youth of the PROS of M.A.G.A & our GREAT PRESIDENT Trump, h...",Reformed Republican
101,"
$0 raised of $10,000                    ",https://www.gofundme.com/reformed-republican,"Washington, DC",Lost Everything In A House Fire Can Yall Find It In Your Hearts To Please Help Me && My 4 Kids . It Would Be Gladly Appreciated,Reformed Republican
102,"
$0 raised of $10.0M                    ",https://www.gofundme.com/real-republican-running-for-real-president,"Montegut, LA","As a real republican  #1. A lower deficit, lower national debt as not to kick the can down the road so that our great, great, great grandkids will have to find money to pay.   #2. I would strongly urge my fake republican brethen to do their real job as to not be in ""goose step"" with evil as in th...",Real republican running for real President
103,"
$0 raised of $2,600                    ",https://www.gofundme.com/3fyh8e-dominican-republican-trip,"Killeen, TX",I am raising money a Dominican republic trip for my health organization class so we can help out with community service needs.,Dominican republican trip
104,"
$0 raised of $1,000                    ",https://www.gofundme.com/help-the-ucf-college-republicans-get-to-cpac,"Orlando, FL","The College Republicans at UCF is a registered student organization at the University of Central Florida consisting of 100+ student members. Each year we take 20+ members to the Conservative Political Action Conference (CPAC) in National Harbor, Maryland. At CPAC, our members are given the opport...",Help the UCF College Republicans get to CPAC
105,"
$0 raised of $3.0M                    ",https://www.gofundme.com/make-me-a-republican,"Belding, MI","Had a heart attack,  lost everything,  need new teeth,  a car, get out of debt, take my family on a vacation.  Set up a College fund for my kids. Life",Make me a Millionaire
106,"
$0 raised of $30.0M                    ",https://www.gofundme.com/republican-pro-constitution-president-race,"Snowflake, AZ",I do not want a socialistic country and I am pro constitution.  I am raising money to run for president.,Republican pro constitution president race
107,"
$0 raised of $725                    ",https://www.gofundme.com/6v17la8,"Baton Rouge, LA",I want to vote for Ttump in 2020. All I need is $725 and any extra money will go to the Trump campaign.,Citizenship To Vote Republican
108,"
$0 raised of $500                    ",https://www.gofundme.com/6td8yig,"Fontana, CA",My name is Marisol Joyce Pines and I am starting this go fund me to help me find some place to live and establish myself now that my strictly democratic family has kicked me out for being republican. I kept this secret for a really long time and I believed that maybe my family would accept me but...,My Family Kicked Me Out Because I Am Republican
