Unnamed: 0,created_date,goal_int,link,location,raised_int,state,summary,tag,title,year,month,weekday_name
94,"April 14, 2019",10000.0,https://www.gofundme.com/1lu8ntiaqo,"Washington, DC",0.0,DC,"My 2 Weeks Old Son Taylor Whitehead Needs A Heart Transplant & Has Tons Of Medical Bills . If You Could Really Find It In Your Hearts To Donate Any Little Thing It Would Be Gladly Much Appreciated ! I Dont Usually Reach Out To The Public , But I Have To Now Because I Need As Much Help As Possible...",rep,Reform REPUBLICAN Newborn NeedS HELP,2019,4,Sunday
95,"April 13, 2019",2.0,https://www.gofundme.com/i-was-ganged-up-by-2-racist-republicans,"Port Charlotte, FL",0.0,FL,"i was ganged up by 2 local thugs on my block who are trump supporters and are toxic and use the word 'salty', which i made a vow to never say! ""Sticks and stones may break my bones, but words will never hurt me.""",rep,i was ganged up by 2 racist republicans :(,2019,4,Saturday
96,"April 9, 2019",110.0,https://www.gofundme.com/young-republican-wants-to-help-fund-trumps-wall,"Brandenburg, KY",0.0,KY,I am just a Republican boy. I would like to help fund Trumps wall because I feel like keeping illegal immigrants out is something that needs to be done.,rep,Young Republican wants to help fund Trumps Wall.,2019,4,Tuesday
97,"April 8, 2019",20000.0,https://www.gofundme.com/young-republican-in-need-of-help,"Philadelphia, PA",0.0,PA,"I am a young, Hispanic Trump supporter who wants to go to the greatest school of all time: Catholic University of America. I feel as though I will be able to thrive in my conservative views and feel comfortable because my people usually does not agree with my view points. If you all can just take...",rep,Young Republican in Need of Help,2019,4,Monday
98,"April 5, 2019",10000.0,https://www.gofundme.com/1lk0b58hc0,"Los Angeles, CA",0.0,CA,Got Fired From Job For Wearing maga gear,rep,Reformed Republican,2019,4,Friday
99,"April 5, 2019",25000.0,https://www.gofundme.com/born-again-black-republican,"Grand Prairie, TX",0.0,TX,"I will not hide any longer. The left has made us feel as if us Black Republicans should hide. NOT ANY MORE!  I'm now getting kicked out of my home. My mother literally woke me up out of my sleep and scream at me ""How could you support this monnster, he's a racist and he hates fucking black people...",rep,Born Again Black Republican,2019,4,Friday
100,"April 4, 2019",5000.0,https://www.gofundme.com/jup6z-reformed-republican,"Forney, TX",0.0,TX,"I will not hide any longer,, Americans have made us feel as if us black republicans should hide!! Not anymore!! #BlacksForTrump #WalkAway #maga   My father was paying for tuition fees for nursing school but upon advocating my young black youth of the PROS of M.A.G.A & our GREAT PRESIDENT Trump, h...",rep,Reformed Republican,2019,4,Thursday
101,"April 4, 2019",10000.0,https://www.gofundme.com/reformed-republican,"Washington, DC",0.0,DC,Lost Everything In A House Fire Can Yall Find It In Your Hearts To Please Help Me && My 4 Kids . It Would Be Gladly Appreciated,rep,Reformed Republican,2019,4,Thursday
102,"March 15, 2019",10000000.0,https://www.gofundme.com/real-republican-running-for-real-president,"Montegut, LA",0.0,LA,"As a real republican  #1. A lower deficit, lower national debt as not to kick the can down the road so that our great, great, great grandkids will have to find money to pay.   #2. I would strongly urge my fake republican brethen to do their real job as to not be in ""goose step"" with evil as in th...",rep,Real republican running for real President,2019,3,Friday
103,"March 4, 2019",2600.0,https://www.gofundme.com/3fyh8e-dominican-republican-trip,"Killeen, TX",0.0,TX,I am raising money a Dominican republic trip for my health organization class so we can help out with community service needs.,rep,Dominican republican trip,2019,3,Monday
104,"February 22, 2019",1000.0,https://www.gofundme.com/help-the-ucf-college-republicans-get-to-cpac,"Orlando, FL",0.0,FL,"The College Republicans at UCF is a registered student organization at the University of Central Florida consisting of 100+ student members. Each year we take 20+ members to the Conservative Political Action Conference (CPAC) in National Harbor, Maryland. At CPAC, our members are given the opport...",rep,Help the UCF College Republicans get to CPAC,2019,2,Friday
105,"February 21, 2019",3000000.0,https://www.gofundme.com/make-me-a-republican,"Belding, MI",0.0,MI,"Had a heart attack,  lost everything,  need new teeth,  a car, get out of debt, take my family on a vacation.  Set up a College fund for my kids. Life",rep,Make me a Millionaire,2019,2,Thursday
106,"February 20, 2019",30000000.0,https://www.gofundme.com/republican-pro-constitution-president-race,"Snowflake, AZ",0.0,AZ,I do not want a socialistic country and I am pro constitution.  I am raising money to run for president.,rep,Republican pro constitution president race,2019,2,Wednesday
107,"February 10, 2019",725.0,https://www.gofundme.com/6v17la8,"Baton Rouge, LA",0.0,LA,I want to vote for Ttump in 2020. All I need is $725 and any extra money will go to the Trump campaign.,rep,Citizenship To Vote Republican,2019,2,Sunday
108,"January 31, 2019",500.0,https://www.gofundme.com/6td8yig,"Fontana, CA",0.0,CA,My name is Marisol Joyce Pines and I am starting this go fund me to help me find some place to live and establish myself now that my strictly democratic family has kicked me out for being republican. I kept this secret for a really long time and I believed that maybe my family would accept me but...,rep,My Family Kicked Me Out Because I Am Republican,2019,1,Thursday
109,"January 29, 2019",10000.0,https://www.gofundme.com/fight-for-life-march,"Mcallen, TX",0.0,TX,"This October, the Hidalgo County Teenage Republicans, an organization for teenagers to become active in our community and government, will be hosting the ""Fight for Life"" march. The purpose of this gathering is to fight FOR the unborn and against abortion. This is an event that has much meaning t...",rep,Fight for Life March,2019,1,Tuesday
110,"January 26, 2019",565.0,https://www.gofundme.com/Republicannotes,"Lithonia, GA",0.0,GA,Dem Notes for Dem this for Republicans Which political party financially gave more wealth contest.,rep,Republican Notes,2019,1,Saturday
111,"January 24, 2019",100000.0,https://www.gofundme.com/wheres-our-republican-sotos,"Haskell, NJ",0.0,NJ,I think it’s time we raise money to bus people into Washington to protest this madness! Unfortunately we don’t have republicans who are organizing these events and millions of people are standing idle and unhappy. I am willing to organize such an event if the funding is available and we can use t...,rep,Trip to our capital to protest Nancy and chuck,2019,1,Thursday
112,"January 22, 2019",30000.0,https://www.gofundme.com/help-2-young-republican-women-live-their-dream,"Silver Spring, MD",0.0,MD,"Being a young Republican is very difficult especially in a country with many libtards who so desperately want to shut us Republicans up. Our names are katie and Sara, we come from a lefist Latino family who do not accept us and have left us to fend for ourselves. We are very saddened to not have...",rep,Help 2 Young Republican Women Live Their Dream,2019,1,Tuesday
113,"January 17, 2019",10000.0,https://www.gofundme.com/fund-for-minority-republican-organization,"Torrington, WY",0.0,WY,"Hello!     I and many other minority Republicans are seeking support from the community throughout our journey. The members of our organization have been cast out by our families and friends due to our political choices. However, the founders of Black Republicans created this organization so that...",rep,Fund For Minorities for President Trump,2019,1,Thursday
114,"January 15, 2019",100000.0,https://www.gofundme.com/donate-if-you-think-republicans-are-stupid,"Walford, IA",0.0,IA,I want to know how many people think Republicans are stupid.,rep,Donate if you think Republicans are stupid.,2019,1,Tuesday
115,"January 14, 2019",25000.0,https://www.gofundme.com/onboardwithcom-a-voice-4-conservative-republicans,"Huntington Beach, CA",0.0,CA,"GET ON BOARD with OnBoardWith.com – A small, but loud voice for all Patriotic American Conservative Republicans  OnBoardWith.com is a one man operation that began part time in 2008 as a concept to get everyday people to become more energized & involved in our political process. Since mid 2015, I...",rep,OnBoardWith.com A Voice 4 Conservative Republicans,2019,1,Monday
116,"January 14, 2019",6000.0,https://www.gofundme.com/9gmbb-please-help-me-get-on-my-feet,"Waldorf, MD",0.0,MD,￼My name is Jack Dolce and I'm pleading with you all to help me get back on my feet after a recent incident that occurred in the family. I am 21 years old and recently got kicked out of the house for having different political views from my parents who are democrats. I was simply sick and tired o...,rep,Please help a fellow republican,2019,1,Monday
117,"January 12, 2019",10000.0,https://www.gofundme.com/republican-student-in-need-of-a-confidence-boost,"Valparaiso, IN",0.0,IN,Hello everyone! My name is Todd! I am a student at Indiana State University currently studying Social Studies Education in hopes of being a high-school history and psychology teacher. My family is very proud of my accomplishments at this fine institution. I recently earned a 4.0 GPA during the Fa...,rep,Republican student in need of  a Confidence boost,2019,1,Saturday
118,"January 12, 2019",10000000.0,https://www.gofundme.com/republican-reset,"Reno, NV",0.0,NV,"A grassroots campaign to fund a Republican candidate to to take back the day Republican Party! Take back the White House, take back the party  message and make the Republican Party great again!",rep,Republican Reset,2019,1,Saturday
