Unnamed: 0,link,location,summary,title,tag,raised,goal,created_date,goal_int,raised_int
101,https://www.gofundme.com/3fyh8e-dominican-republican-trip,"Killeen, TX",I am raising money a Dominican republic trip for my health organization class so we can help out with community service needs.,Dominican republican trip,rep,0,2600                    ," March 4, 2019",2600.0,0.0
102,https://www.gofundme.com/help-the-ucf-college-republicans-get-to-cpac,"Orlando, FL","The College Republicans at UCF is a registered student organization at the University of Central Florida consisting of 100+ student members. Each year we take 20+ members to the Conservative Political Action Conference (CPAC) in National Harbor, Maryland. At CPAC, our members are given the opport...",Help the UCF College Republicans get to CPAC,rep,0,1000                    ," February 22, 2019",1000.0,0.0
103,https://www.gofundme.com/make-me-a-republican,"Belding, MI","Had a heart attack,  lost everything,  need new teeth,  a car, get out of debt, take my family on a vacation.  Set up a College fund for my kids. Life",Make me a Millionaire,rep,0,3.0M                    ," February 21, 2019",3000000.0,0.0
104,https://www.gofundme.com/republican-pro-constitution-president-race,"Snowflake, AZ",I do not want a socialistic country and I am pro constitution.  I am raising money to run for president.,Republican pro constitution president race,rep,0,30.0M                    ," February 20, 2019",30000000.0,0.0
105,https://www.gofundme.com/6v17la8,"Baton Rouge, LA",I want to vote for Ttump in 2020. All I need is $725 and any extra money will go to the Trump campaign.,Citizenship To Vote Republican,rep,0,725                    ," February 10, 2019",725.0,0.0
106,https://www.gofundme.com/6td8yig,"Fontana, CA",My name is Marisol Joyce Pines and I am starting this go fund me to help me find some place to live and establish myself now that my strictly democratic family has kicked me out for being republican. I kept this secret for a really long time and I believed that maybe my family would accept me but...,My Family Kicked Me Out Because I Am Republican,rep,0,500                    ," January 31, 2019",500.0,0.0
107,https://www.gofundme.com/fight-for-life-march,"Mcallen, TX","This October, the Hidalgo County Teenage Republicans, an organization for teenagers to become active in our community and government, will be hosting the ""Fight for Life"" march. The purpose of this gathering is to fight FOR the unborn and against abortion. This is an event that has much meaning t...",Fight for Life March,rep,0,10000                    ," January 29, 2019",10000.0,0.0
108,https://www.gofundme.com/Republicannotes,"Lithonia, GA",Dem Notes for Dem this for Republicans Which political party financially gave more wealth contest.,Republican Notes,rep,0,565                    ," January 26, 2019",565.0,0.0
109,https://www.gofundme.com/wheres-our-republican-sotos,"Haskell, NJ",I think it’s time we raise money to bus people into Washington to protest this madness! Unfortunately we don’t have republicans who are organizing these events and millions of people are standing idle and unhappy. I am willing to organize such an event if the funding is available and we can use t...,Trip to our capital to protest Nancy and chuck,rep,0,100000                    ," January 24, 2019",100000.0,0.0
110,https://www.gofundme.com/help-2-young-republican-women-live-their-dream,"Silver Spring, MD","Being a young Republican is very difficult especially in a country with many libtards who so desperately want to shut us Republicans up. Our names are katie and Sara, we come from a lefist Latino family who do not accept us and have left us to fend for ourselves. We are very saddened to not have...",Help 2 Young Republican Women Live Their Dream,rep,0,30000                    ," January 22, 2019",30000.0,0.0
111,https://www.gofundme.com/fund-for-minority-republican-organization,"Torrington, WY","Hello!     I and many other minority Republicans are seeking support from the community throughout our journey. The members of our organization have been cast out by our families and friends due to our political choices. However, the founders of Black Republicans created this organization so that...",Fund For Minorities for President Trump,rep,0,10000                    ," January 17, 2019",10000.0,0.0
112,https://www.gofundme.com/donate-if-you-think-republicans-are-stupid,"Walford, IA",I want to know how many people think Republicans are stupid.,Donate if you think Republicans are stupid.,rep,0,100000                    ," January 15, 2019",100000.0,0.0
113,https://www.gofundme.com/onboardwithcom-a-voice-4-conservative-republicans,"Huntington Beach, CA","GET ON BOARD with OnBoardWith.com – A small, but loud voice for all Patriotic American Conservative Republicans  OnBoardWith.com is a one man operation that began part time in 2008 as a concept to get everyday people to become more energized & involved in our political process. Since mid 2015, I...",OnBoardWith.com A Voice 4 Conservative Republicans,rep,0,25000                    ," January 14, 2019",25000.0,0.0
114,https://www.gofundme.com/9gmbb-please-help-me-get-on-my-feet,"Waldorf, MD",￼My name is Jack Dolce and I'm pleading with you all to help me get back on my feet after a recent incident that occurred in the family. I am 21 years old and recently got kicked out of the house for having different political views from my parents who are democrats. I was simply sick and tired o...,Please help a fellow republican,rep,0,6000                    ," January 14, 2019",6000.0,0.0
115,https://www.gofundme.com/republican-student-in-need-of-a-confidence-boost,"Valparaiso, IN",Hello everyone! My name is Todd! I am a student at Indiana State University currently studying Social Studies Education in hopes of being a high-school history and psychology teacher. My family is very proud of my accomplishments at this fine institution. I recently earned a 4.0 GPA during the Fa...,Republican student in need of  a Confidence boost,rep,0,10000                    ," January 12, 2019",10000.0,0.0
116,https://www.gofundme.com/republican-reset,"Reno, NV","A grassroots campaign to fund a Republican candidate to to take back the day Republican Party! Take back the White House, take back the party  message and make the Republican Party great again!",Republican Reset,rep,0,10.0M                    ," January 12, 2019",10000000.0,0.0
120,https://www.gofundme.com/help-my-republican-family-move-from-ca-to-tx,"Chico, CA",The working middle class struggles to make ends meet in CA.  We are taxed backwards and forwards to fund programs for those who do nothing to help themselves. This is not the ideals and values I want my children to grow up around. Being in TX opened our eyes to what else this country has to offer...,Help my Republican Family move from CA to TX,rep,0,5000                    ," January 8, 2019",5000.0,0.0
121,https://www.gofundme.com/christian-republicans-music-video,"Phoenix, AZ","This Song Is Decated To Trump and His Fellow Christian’s : All Profit made from this song will go too . The children who were hurt at the border.    Your Donation is an agreement . That Jesus Christ does not except locking up starving children in cages .    Second Music Vid Unlocked ,If $40,000 D...",Christian Republicans ( Music Video ),rep,0,20000                    ," January 12, 2019",20000.0,0.0
