,funds,link,location,summary,title
87,"
$0 raised of $150,000                    ",https://www.gofundme.com/democrat-tears-vodka,"Las Vegas, NV",Seeking funding to be able to produce and distribute Democrat Tears Vodka.  Will sell this limited edition custom labeled vodka on www.democrattears.com once funding received website will be built.  Lets get a good laugh at all the crying democrats and liberals.                        Remember de...,Democrat Tears Vodka
88,"
$0 raised of $10,000                    ",https://www.gofundme.com/send-the-democrats-make-america-great-again-hats,"Bardstown, KY",for good of the United states,send the democrats make America great again hats.
89,"
$0 raised of $5,000                    ",https://www.gofundme.com/democrats-must-face-consequences,"Waterloo, IA",We must remove these dumb inconsiderate Democrats they must face the consequences of their actions Trump 2020,Nancy Pelosi for Prison
90,"
$0 raised of $10,000                    ",https://www.gofundme.com/keep-democrats-out,"Galloway, WV",I want to build a symbolic wall or fence around my house to keep Democrats out.,Keep Democrats out
91,"
$0 raised of $1.0M                    ",https://www.gofundme.com/funds-for-furloughed-government-democrats,"Denver, CO","As the Government shut-down continues more and more Democratic families are being affected. Their children's doctors, and dentists appointments are being canceled; their bills are needing to be paid; loans; cards; and notes are still due.  Yet, as the temper-tantrum of Dictator-President Donald T...",Funds for Furloughed Government Democrats
92,"
$0 raised of $5,000                    ",https://www.gofundme.com/help-in-need-during-government-shutdown,"Clifton Park, NY",Govt employee who isn’t getting a pay check while the government is shut down. I’ve got 2 kids and I don’t know how we will be able to pay the bills of it last longer than a week. The mortgage company won’t give us an extension on our payment nor will the utility companies. Any money that can be...,"Democrats are screwing me , please help."
93,"
$0 raised of $10,000                    ",https://www.gofundme.com/fight-democrat-corruption-legal-and-expenses,"Toronto, ON","Raising money for Jeffrey Peterson and his battle with top Democrats and the DNC, including former United States Attorney Dennis K. Burke who resigned in the Fast and Furious ATF gunwalker scandal, one of the top scandals in the Obama Presidency.  This will help pay for legal fees, taxes, travel,...",Fight Democrat Corruption legal and expenses
94,"
$0 raised of $1.0M                    ",https://www.gofundme.com/american-people-to-sue-the-democrats,"Forked River, NJ","I will like to sue the Democratic party for;  1) Failure to uphold the constitution the way it is written.  2) Hold them accountable for the treasonous acts committed. 3) Negligence of Duty. 4) Voter Fraud. 5) Interfering with ""Making America Great Again""  I am thinking of using,  Alliance Of Def...",American people to sue the Democrats
95,"
$0 raised of $500                    ",https://www.gofundme.com/to-vote-democrat-in-2020,"Fortuna, CA",To help ease the burden of voting as a Democrat,To vote Democrat in 2020
96,"
$0 raised of $10,000                    ",https://www.gofundme.com/support-donations-for-democrats-to-get-a-life,"Drexel Hill, PA",I want Democrats to find positivity within themselves and get rid of all the hate in their bodies. We are all people. We all struggle. Help Democrats Get A Life. Donations will be sent to the NRA.,Support Donations For Democrats To Get A Life
97,"
$0 raised of $100,000                    ",https://www.gofundme.com/6ma02ko,"Hollywood, FL",We got 16 million for the wall in less than a week. All funds will go to assisting a Democrat who hates the united states. I will enlist the help of users at the_donald to identify a serious candidate who is willing to leave. Then we will film them leaving at the plane and they must give up citiz...,Help Democrats Leave The Country
98,"
$0 raised of $10,000                    ",https://www.gofundme.com/get-rid-of-democrat-party,"McKinney, TX",I hate liberals! Donate to the cause!,Get rid of democrat party
99,"
$0 raised of $1.0M                    ",https://www.gofundme.com/ImpeachTrumpFund,"Bel Air, MD","We all know that Trump has been raising hell since he's stepped in the Oval Office and it's time for his reign to end!! He's nothing but a racist,selfish bigot who cares about no one but himself. He's going to bring this entire country to its knees if we don't do something about it!!",Impeach Trump Fund
100,"
$0 raised of $10,000                    ",https://www.gofundme.com/6lp200o,"Havertown, PA","2020 will be an important year for democrats. While it’s no secret that the party is fractured, we need to be unified in our opposition to everything Trump stands for. The money raised in this campaign will go towards the democratic nominee in 2020.",2020 Democrat Fund
101,"
$0 raised of $300,000                    ",https://www.gofundme.com/democrat-streak,"Shelton, WA",Help is needed in the Democrat party. Only TWO YEARS LEFT to get things back the way they should be!! Save our country and get Democrat leaders back in office. Many new Republicans will be stepping in next election and we MUST BE READY!!! HELP  DEMOCRATS GET ELECTED AND STAY!!!,Democrat Streak
102,"
$0 raised of $500                    ",https://www.gofundme.com/6vey7-guns,"Orangevale, CA","I am on a mission to find out if I am a republican or a democrat. Can you help me decide? I may be a republican because I like guns and trucks. I may be a democrat because I think Trump is a tool, and I think helping less fortunate people is important. So if you think I am democrat donate $6 if y...",Democrat vs Republican
103,"
$0 raised of $20,000                    ",https://www.gofundme.com/former-democrat,"Wenatchee, WA","As a lifetime  democrat I am appalled at what the Democratic party has evolved into. The dishonesty and blatant misinformation is a disgrace to the Democratic party of the 40s, 50s, 60s and 70s. I watched the Democratic party be taken over by the environmentalist movement which moved to our schoo...",FORMER DEMOCRAT
104,"
$0 raised of $1.0M                    ",https://www.gofundme.com/6myy86-democrat,"El Paso, TX",I'm here raising money to convince me to become a Democrat and sell my scary guns,Democrat
105,"
$0 raised of $5,000                    ",https://www.gofundme.com/tu27z-arch,"Jacksonville, FL",President Trump needs to to be re-elected and organizations like this need funds to get to word out. Please help,Support Pres. Trump and expose Socialist Democrats
106,"
$0 raised of $10,000                    ",https://www.gofundme.com/support-the-democrats,"Chesapeake, VA",I am raising money to defeat the republicans so us democrats can gain control of the country,Support the democrats
107,"
$0 raised of $2,500                    ",https://www.gofundme.com/walk-away-from-dems,"Addison, TX",I've been working really hard trying to get help the black community walk away from the left like I did but this past weekend Facebook banned me for encouraging black people to vote Republican and for letting them know that they been on the democrat plantation for too long now and it's time for b...,Freeing blacks from Democrats
108,"
$0 raised of $99,999                    ",https://www.gofundme.com/make-a-democrat-angry-fund-madaf,"Billings, MT","This is a fundraiser I am creating just to piss off the Liberal left. We are Trump supporters, we are proud of our country, we support our President. We stand up for our rights and for what is good... and we love to see the left cry and whine. Keep stepping on your own feet left, you are good at...",Make A Democrat Angry Fund MAD-AF
